Google Profile,Company Name,Rating,Trade,Address,Address 2,Phone,website,Reviews_1,Review Keyword,Reviews_2, Combined Reviews
,,,,,,,,,,,
,,,,,,,,,,,
https://www.google.com/maps/place/TX+Roofing+%26+Services/data=!4m7!3m6!1s0x8640c73493b30935:0xaa47fe137de847f4!8m2!3d29.8134998!4d-95.4602118!16s%2Fg%2F11tj2r6h7c!19sChIJNQmzkzTHQIYR9EfofRP-R6o?authuser=0&hl=en&rclk=1,TX Roofing & Services,4.9,Roofing contractor,2855 Mangum Rd Unit B201B,·,(786) 797-9134,http://www.txroofingandservices.com/,"""They replaced my",roof,"and the whole process was very smooth.""","""They replaced my roof and the whole process was very smooth."""
"https://www.google.com/maps/place/WSR+Roofing,+LLC./data=!4m7!3m6!1s0x8640c7c6166bf35b:0x7599eb74d489e1d0!8m2!3d29.8440221!4d-95.4244483!16s%2Fg%2F1tdr3pwv!19sChIJW_NrFsbHQIYR0OGJ1HTrmXU?authuser=0&hl=en&rclk=1","WSR Roofing, LLC.",4.4,Roofing contractor,1063 W Donovan St,·,(281) 808-6250,http://www.wsrroofing.com/,"""He provided me with crystal clear pictures of my",roof,"using his drone.""","""He provided me with crystal clear pictures of my roof using his drone."""
https://www.google.com/maps/place/Roof+Repair+Services+of+Central+Northwest/data=!4m7!3m6!1s0x80deaae0b2f2f32b:0x2cc3a14a205528b2!8m2!3d29.8400559!4d-95.4292306!16s%2Fg%2F1td33bz1!19sChIJK_PysuCq3oARsihVIEqhwyw?authuser=0&hl=en&rclk=1,Roof Repair Services of Central Northwest,4.5,Roofing contractor,3530 Pinemont Dr Suite 400,·,(346) 598-5444,https://roofrepair.day/central-northwest-roof-repair/,,,,
https://www.google.com/maps/place/JC%26C+Roofing+Company/data=!4m7!3m6!1s0x8640dd7205d73a39:0xbb6c1c6963495871!8m2!3d29.790332!4d-95.5210101!16s%2Fg%2F1pp2tzj5w!19sChIJOTrXBXLdQIYRcVhJY2kcbLs?authuser=0&hl=en&rclk=1,JC&C Roofing Company,4.8,Roofing contractor,·,1220 Blalock Rd #145,(281) 498-7663,https://www.myroofimprovement.com/,"""... inspected the",roof,and made excellent recommendations for,"""... inspected the roof and made excellent recommendations for"
https://www.google.com/maps/place/All+Over+Exterior+Roofing/data=!4m7!3m6!1s0x86472fc18806aa71:0x2065138c803be509!8m2!3d29.8066006!4d-95.4539164!16s%2Fg%2F11f6sv713k!19sChIJcaoGiMEvR4YRCeU7gIwTZSA?authuser=0&hl=en&rclk=1,All Over Exterior Roofing,5,Roofing contractor,·,10050 Northwest Fwy Suite 130,(281) 846-6665,https://allovertxroofing.com/,"""I had a new",roof,"professionally installed and exactly as quoted.""","""I had a new roof professionally installed and exactly as quoted."""
https://www.google.com/maps/place/Houston+Roofing+Experts/data=!4m7!3m6!1s0x8640a1317671c315:0xc1007ed98cb7d41e!8m2!3d29.7973412!4d-95.3987946!16s%2Fg%2F11b7jg5k23!19sChIJFcNxdjGhQIYRHtS3jNl-AME?authuser=0&hl=en&rclk=1,Houston Roofing Experts,4.9,Roofing contractor,1430 Yale St,·,(713) 291-3866,https://houstonroofingexperts.com/,"""They showed up on time and completed the",roof repair,"in a timely matter.""","""They showed up on time and completed the roof repair in a timely matter."""
https://www.google.com/maps/place/Campos+Roofing/data=!4m7!3m6!1s0x8640c7a6e81f6c41:0x5807aafc35e806a9!8m2!3d29.840262!4d-95.4399618!16s%2Fg%2F1td5rnqh!19sChIJQWwf6KbHQIYRqQboNfyqB1g?authuser=0&hl=en&rclk=1,Campos Roofing,4.3,Roofing contractor,·,3825 Pinemont Dr,(713) 352-8290,https://www.camposroofing.com/?utm_campaign=gmb,"""The new",roof,"looks excellent and we are very satisfied.""","""The new roof looks excellent and we are very satisfied."""
https://www.google.com/maps/place/WK+Wilders+Construction+LLC/data=!4m7!3m6!1s0x8640c73feb13b0a3:0xb3b05c62c6c5c95a!8m2!3d29.8525837!4d-95.4201138!16s%2Fg%2F11rk4dmyv9!19sChIJo7AT6z_HQIYRWsnFxmJcsLM?authuser=0&hl=en&rclk=1,WK Wilders Construction LLC,4.9,Roofing contractor,831 Elkhart St,·,(832) 330-9082,https://wilderconstructiontx.com/,"""Very honest and professional",roofer,".""","""Very honest and professional roofer ."""
https://www.google.com/maps/place/Maxim+Roofing+%26+Restoration+Houston+Roofing+and+Construction+Company/data=!4m7!3m6!1s0x8640c427d38c0001:0xe16f49175052fa06!8m2!3d29.8025094!4d-95.4801773!16s%2Fg%2F11rf72ygx5!19sChIJAQCM0yfEQIYRBvpSUBdJb-E?authuser=0&hl=en&rclk=1,Maxim Roofing & Restoration Houston Roofing and Construction Company,5,Roofing contractor,·,7635 Long Point Rd,(832) 776-1884,https://maximroofingrestoration.com/,"""Great pricing and quality work.""",,,"""Great pricing and quality work."""
"https://www.google.com/maps/place/Precision+Roof+Crafters,+Inc./data=!4m7!3m6!1s0x8640c3018856beb5:0x881920add624c6fd!8m2!3d29.7222363!4d-95.5248892!16s%2Fg%2F1tfsnclw!19sChIJtb5WiAHDQIYR_cYk1q0gGYg?authuser=0&hl=en&rclk=1","Precision Roof Crafters, Inc.",4.9,Roofing contractor,·,3919 Jeanetta St,(713) 497-1211,https://precisionroofcrafters.com/?utm_campaign=gmb,"""Easy scheduling, consultant was on time, inspection of my",roof,"was thorough.""","""Easy scheduling, consultant was on time, inspection of my roof was thorough."""
https://www.google.com/maps/place/Priority+Roofing/data=!4m7!3m6!1s0x8640c9832df6d743:0xc0444cec6e8cfc5f!8m2!3d29.9399256!4d-95.4036387!16s%2Fg%2F11lrf42yyx!19sChIJQ9f2LYPJQIYRX_yMbuxMRMA?authuser=0&hl=en&rclk=1,Priority Roofing,5,Roofing contractor,260 N Sam Houston Pkwy E Suite 150,·,(281) 380-0357,https://priorityroofs.com/location/houston/,"""Had my",roof,"replaced was done quick and everything was so easy of a process!""","""Had my roof replaced was done quick and everything was so easy of a process!"""
https://www.google.com/maps/place/Monarch+Roofing+Houston/data=!4m7!3m6!1s0x8640b8a0d29c151f:0x6d056f55e26f52ef!8m2!3d29.7893516!4d-95.3917736!16s%2Fg%2F1jgm0b29p!19sChIJHxWc0qC4QIYR71Jv4lVvBW0?authuser=0&hl=en&rclk=1,Monarch Roofing Houston,4.7,Roofing contractor,1010 Oxford St,·,(832) 215-0987,https://www.monarch-roofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"""They installed a new skylight and years later a new",roof,"system.""","""They installed a new skylight and years later a new roof system."""
https://www.google.com/maps/place/Industrial+Roofing+%26+Repair/data=!4m7!3m6!1s0x8640e5d94a4ecee9:0x35727a1a0370ffd3!8m2!3d29.8108559!4d-95.4002514!16s%2Fg%2F11f3ch8gmg!19sChIJ6c5OStnlQIYR0_9wAxp6cjU?authuser=0&hl=en&rclk=1,Industrial Roofing & Repair,4.9,Roofing contractor,·,218 W 27th St Suite A,(713) 280-9604,http://industrialroofingrepair.com/,"""He repaired my",roof,"and his price is so reasonable.""","""He repaired my roof and his price is so reasonable."""
https://www.google.com/maps/place/Houston+Roofing+%26+Construction/data=!4m7!3m6!1s0x8640d0724bb1a283:0x9f9242bd566a8b3c!8m2!3d29.9087658!4d-95.5911356!16s%2Fg%2F1wk7r7c0!19sChIJg6KxS3LQQIYRPItqVr1Ckp8?authuser=0&hl=en&rclk=1,Houston Roofing & Construction,4.9,Roofing contractor,11330 West Rd,·,(832) 802-7656,https://houstonroofingonline.com/?utm_source=googleMyBusiness&utm_medium=organic&utm_campaign=HoustonTx,"""The job was done very quickly and efficiently and the",roof,"looks beautiful.""","""The job was done very quickly and efficiently and the roof looks beautiful."""
https://www.google.com/maps/place/Amstill+Roofing/data=!4m7!3m6!1s0x8640c34800357401:0x5bc7b5ffc557836e!8m2!3d29.769775!4d-95.5923483!16s%2Fg%2F1t_wpr4n!19sChIJAXQ1AEjDQIYRboNXxf-1x1s?authuser=0&hl=en&rclk=1,Amstill Roofing,4.9,Roofing contractor,·,14125 Memorial Dr,(281) 612-8747,https://amstillroofing.com/houston-roofing/,"""The",roof,"replacement itself was quick (took 5 hours) and looks amazing.""","""The roof replacement itself was quick (took 5 hours) and looks amazing."""
https://www.google.com/maps/place/Proper+Roofing/data=!4m7!3m6!1s0x864733b658e8518b:0x628d9fc4b9b9e2a6!8m2!3d29.7846556!4d-95.4496795!16s%2Fg%2F11mvsktcb0!19sChIJi1HoWLYzR4YRpuK5ucSfjWI?authuser=0&hl=en&rclk=1,Proper Roofing,4.6,Roofing contractor,7108 Old Katy Rd #150,·,(832) 554-7830,http://www.properroof.com/,"""The process was smooth and the quality of their",roof,"is top notch.""","""The process was smooth and the quality of their roof is top notch."""
https://www.google.com/maps/place/Rose+Roofing/data=!4m7!3m6!1s0x8640d0213dffa535:0x3a81e45cb62e4914!8m2!3d29.879929!4d-95.562273!16s%2Fg%2F1tj584p3!19sChIJNaX_PSHQQIYRFEkutlzkgTo?authuser=0&hl=en&rclk=1,Rose Roofing,4.9,Roofing contractor,16000 Dillard Dr Suite C,·,(713) 849-5155,https://www.roseroofing.com/,"""He showed up right on time and fixed the issue with our",roof,"very quickly.""","""He showed up right on time and fixed the issue with our roof very quickly."""
https://www.google.com/maps/place/Green+Pine+Roofing+%26+Construction/data=!4m7!3m6!1s0x8640c7b57c0b7115:0xb33096a52004ee41!8m2!3d29.8170498!4d-95.4286906!16s%2Fg%2F11k9g2dvn3!19sChIJFXELfLXHQIYRQe4EIKWWMLM?authuser=0&hl=en&rclk=1,Green Pine Roofing & Construction,5,Roofing contractor,1717 W 34th St #179,·,(832) 802-1686,https://www.greenpinerc.com/,"""They get to work FAST and replaced my entire",roof,"in a single day!""","""They get to work FAST and replaced my entire roof in a single day!"""
https://www.google.com/maps/place/Integris+Roofing+Houston/data=!4m7!3m6!1s0x8640c1effee568e7:0xa54f686c945b1c9d!8m2!3d29.7895192!4d-95.4544301!16s%2Fg%2F11jnyfdn9r!19sChIJ52jl_u_BQIYRnRxblGxoT6U?authuser=0&hl=en&rclk=1,Integris Roofing Houston,5,Roofing contractor,1217 W Loop N Fwy #120,·,(713) 587-6195,http://www.integrisroofing.com/?utm_campaign=gmb,"""Integris did a fabulous job on my 4200-sf flat",roof,"for a reasonable price.""","""Integris did a fabulous job on my 4200-sf flat roof for a reasonable price."""
https://www.google.com/maps/place/JD+Roofing+Solutions/data=!4m7!3m6!1s0x8640c98c997aa81f:0xe8a21042315c2ac7!8m2!3d29.9175599!4d-95.4439329!16s%2Fg%2F11h_17gsfq!19sChIJH6h6mYzJQIYRxypcMUIQoug?authuser=0&hl=en&rclk=1,JD Roofing Solutions,5,Roofing contractor,10108 Veterans Memorial Dr,·,(832) 295-3277,https://jdroofingsolutions.com/,"""The work he performed on my",roof,"was the best quality and workmanship.""","""The work he performed on my roof was the best quality and workmanship."""
https://www.google.com/maps/place/Associates+Roofing+Unlimited/data=!4m7!3m6!1s0xd3d8b298b081d7f:0xf34726e8054a6b54!8m2!3d29.7811386!4d-95.4120362!16s%2Fg%2F11p153f7dh!19sChIJfx0IiymLPQ0RVGtKBegmR_M?authuser=0&hl=en&rclk=1,Associates Roofing Unlimited,4.8,Roofing contractor,2535 Roy Cir,·,(832) 837-0447,https://www.associatesroofingunlimited.com/,"""Did an awesome job on my flat Patio",roof,"that used to constantly leak.""","""Did an awesome job on my flat Patio roof that used to constantly leak."""
https://www.google.com/maps/place/H+Town+Roof+%26+Constructions+LLC./data=!4m7!3m6!1s0x8640c74891c77de9:0xba6e68b76e0e4cca!8m2!3d29.7824167!4d-95.4452658!16s%2Fg%2F11vsp8jmrb!19sChIJ6X3HkUjHQIYRykwObrdobro?authuser=0&hl=en&rclk=1,H Town Roof & Constructions LLC.,5,Roofing contractor,7055 Old Katy Rd,·,(346) 667-7118,https://htownroofco.com/,"""The work was done on time, and my",roof,"looks great.""","""The work was done on time, and my roof looks great."""
https://www.google.com/maps/place/Prime+Roofing/data=!4m7!3m6!1s0x8640c7d7c11f4aaf:0xd8f6b0a2ad9c6586!8m2!3d29.8037025!4d-95.4348093!16s%2Fg%2F11ryqmgtqf!19sChIJr0ofwdfHQIYRhmWcraKw9tg?authuser=0&hl=en&rclk=1,Prime Roofing,4.8,Roofing contractor,2003 Sea King St,·,(713) 681-5001,http://www.primeroofing.com/,"""Prime",roofing,did an outstanding job replacing our,"""Prime roofing did an outstanding job replacing our"
https://www.google.com/maps/place/Silver+Ridge+Roofing+%26+Construction/data=!4m7!3m6!1s0x4760dd17969bb91f:0x44fd1ca54282080f!8m2!3d29.8442518!4d-95.5042057!16s%2Fg%2F11kqxpdmlj!19sChIJH7mblhfdYEcRDwiCQqUc_UQ?authuser=0&hl=en&rclk=1,Silver Ridge Roofing & Construction,5,Roofing contractor,·,7676 Hillmont St #291,(713) 903-8011,https://silverridgeroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"""The crew was on time, worked efficiently, and the",roof,"looks fantastic.""","""The crew was on time, worked efficiently, and the roof looks fantastic."""
https://www.google.com/maps/place/Texas+Strong+Roofers/data=!4m7!3m6!1s0x8640c783e12096e9:0x3717001a7c3a5c36!8m2!3d29.8238171!4d-95.4111088!16s%2Fg%2F11w820nwly!19sChIJ6ZYg4YPHQIYRNlw6fBoAFzc?authuser=0&hl=en&rclk=1,Texas Strong Roofers,5,Roofing contractor,4001 N Shepherd Dr #116,·,(832) 907-4007,https://texasstrongroofers.com/,"""Absolutely thrilled with the service from Texas Strong",Roofers,"!""","""Absolutely thrilled with the service from Texas Strong Roofers !"""
https://www.google.com/maps/place/Bumble+Roofing+of+West+Houston/data=!4m7!3m6!1s0x8640c7a4e389a66b:0x29365ecf8133e93d!8m2!3d29.784534!4d-95.4563629!16s%2Fg%2F11vyhgvht6!19sChIJa6aJ46THQIYRPekzgc9eNik?authuser=0&hl=en&rclk=1,Bumble Roofing of West Houston,5,Roofing contractor,1000 N Post Oak Rd #220,·,(832) 246-7119,https://bumbleroofing.com/west-houston,"""Hal came out on a Thursday and",roof repairs,"were completed by Saturday""","""Hal came out on a Thursday and roof repairs were completed by Saturday"""
https://www.google.com/maps/place/RG+Roof+Repair/data=!4m7!3m6!1s0x8640c754a0e3c74b:0x13683964abe53261!8m2!3d29.8170472!4d-95.4287935!16s%2Fg%2F11frjx3yfw!19sChIJS8fjoFTHQIYRYTLlq2Q5aBM?authuser=0&hl=en&rclk=1,RG Roof Repair,4.2,Roofing contractor,1717 W 34th St #127,·,(832) 253-3574,https://www.roofers-in-houston.com/,"""Our",roof,"had been aging for years, and we finally decided to get it checked.""","""Our roof had been aging for years, and we finally decided to get it checked."""
"https://www.google.com/maps/place/Stone+Gate+Roofing,+LLC/data=!4m7!3m6!1s0x8640b82f0f0d02c9:0xd48bec39c5880c8!8m2!3d29.8573739!4d-95.3608611!16s%2Fg%2F1tmpkwy_!19sChIJyQINDy-4QIYRyIBYnMO-SA0?authuser=0&hl=en&rclk=1","Stone Gate Roofing, LLC",4.1,Roofing contractor,·,10010 E Hardy Rd,(713) 695-3541,http://stonegateroofing.com/,Online estimates,,,Online estimates
https://www.google.com/maps/place/Charlie%27s+Roofing/data=!4m7!3m6!1s0x8640c640b212d9f3:0xa4dbe3b79ff013d!8m2!3d29.837906!4d-95.451821!16s%2Fg%2F1w15zv1k!19sChIJ89kSskDGQIYRPQH_eTu-TQo?authuser=0&hl=en&rclk=1,Charlie's Roofing,3.7,Roofing contractor,4418 Mountwood St,·,(713) 688-6463,https://charlieroofingcompany.com/,"""Previous",roofing,company said I needed whole new,"""Previous roofing company said I needed whole new"
https://www.google.com/maps/place/Super+Roofer+LLC/data=!4m7!3m6!1s0x8640a582d8b1de35:0xc9626cf77a225850!8m2!3d29.9386194!4d-95.3990048!16s%2Fg%2F11hkwygd6w!19sChIJNd6x2IKlQIYRUFgievdsYsk?authuser=0&hl=en&rclk=1,Super Roofer LLC,5,Roofing contractor,340 N Sam Houston Pkwy E #A100,·,(832) 707-9085,http://www.mysuperroofer.com/,"""Super",Roofer,did an awesome job on our,"""Super Roofer did an awesome job on our"
"https://www.google.com/maps/place/A.S.A.P.+Roofing,+Inc./data=!4m7!3m6!1s0x8640c674ac10cc49:0xb435482b1cf7f23!8m2!3d29.8375337!4d-95.472006!16s%2Fg%2F1tj21y8r!19sChIJScwQrHTGQIYRI3_PsYJUQws?authuser=0&hl=en&rclk=1","A.S.A.P. Roofing, Inc.",4.7,Roofing contractor,5018 Antoine Dr,·,(713) 849-2727,https://www.asap-roofing.com/,"""Came and repaired a leak Gustavo was Very professional and fast!.""",,,"""Came and repaired a leak Gustavo was Very professional and fast!."""
https://www.google.com/maps/place/Atlas+Universal+Roofing/data=!4m7!3m6!1s0x8640c7e969d900eb:0x8f8da1a22b839b37!8m2!3d29.8466973!4d-95.4136385!16s%2Fg%2F1wc48bx6!19sChIJ6wDZaenHQIYRN5uDK6KhjY8?authuser=0&hl=en&rclk=1,Atlas Universal Roofing,3.8,Roofing contractor,·,735 W Tidwell Rd,(713) 695-1626,http://www.atlasuniversal.com/,Onsite services,Online estimates,,Onsite services Online estimates
https://www.google.com/maps/place/Craddock+Roofing/data=!4m7!3m6!1s0x8640c446191a23e7:0x457877918da73762!8m2!3d29.8090967!4d-95.4642249!16s%2Fg%2F1tgjlp3l!19sChIJ5yMaGUbEQIYRYjenjZF3eEU?authuser=0&hl=en&rclk=1,Craddock Roofing,4.9,Roofing contractor,2409 McAllister Rd,·,(713) 465-8090,https://www.craddockroofing.com/,"""Very clear communication and excellent service/quality of",roof,"installation.""","""Very clear communication and excellent service/quality of roof installation."""
https://www.google.com/maps/place/Rodriguez+Roofing+Repairs+%26+Remodeling/data=!4m7!3m6!1s0x8640c774e0aa9b3f:0xbb05ba211784be1a!8m2!3d29.830768!4d-95.399388!16s%2Fg%2F11svmjmk_r!19sChIJP5uq4HTHQIYRGr6EFyG6Bbs?authuser=0&hl=en&rclk=1,Rodriguez Roofing Repairs & Remodeling,4.8,Roofing contractor,4507 Pecan Park Cir,·,(346) 810-2100,https://www.rodriguezroofingandrepairs.com/,"""Josue and his team did an amazing job on our",roof,"and fence.""","""Josue and his team did an amazing job on our roof and fence."""
https://www.google.com/maps/place/Graziano+Roofing+of+Texas+Inc/data=!4m7!3m6!1s0x8640c6150b1c0f0b:0xcff87c8c555adbd6!8m2!3d29.8415947!4d-95.4474491!16s%2Fg%2F1tfkwpwb!19sChIJCw8cCxXGQIYR1ttaVYx8-M8?authuser=0&hl=en&rclk=1,Graziano Roofing of Texas Inc,4.5,Roofing contractor,4134 Pinemont Dr,· Closes 5 PM,(713) 686-9007,,"""Very friendly""",,,"""Very friendly"""
"https://www.google.com/maps/place/M%26M+Roofing,+Siding+%26+Windows/data=!4m7!3m6!1s0x8640c7a07e92bd45:0x175cf09df6f4c7af!8m2!3d29.7999461!4d-95.5573801!16s%2Fg%2F1tctxylp!19sChIJRb2SfqDHQIYRr8f09p3wXBc?authuser=0&hl=en&rclk=1","M&M Roofing, Siding & Windows",4.9,Roofing contractor,1656 Townhurst Dr Ste D,·,(713) 880-8210,https://mmroofsiding.com/locations/houston/roofing/,"""The",roofers,"were fast and efficient and completed the job the same day.""","""The roofers were fast and efficient and completed the job the same day."""
https://www.google.com/maps/place/Espinosa+Construction+Roofing+LLC/data=!4m7!3m6!1s0x8640b9bb548ff9dd:0xfa862a2314e4ed86!8m2!3d29.8608642!4d-95.370094!16s%2Fg%2F11wxknd32p!19sChIJ3fmPVLu5QIYRhu3kFCMqhvo?authuser=0&hl=en&rclk=1,Espinosa Construction Roofing LLC,5,Roofing contractor,505 Cresline St,·,(281) 796-3661,https://construction-roofing.com/,"""they did an excellent job on my full",roof,"replacement!!""","""they did an excellent job on my full roof replacement!!"""
https://www.google.com/maps/place/Advanced+Roofing+Solutions+LLC/data=!4m7!3m6!1s0x8640bf30390f0207:0x3ed023799a31234!8m2!3d29.8063121!4d-95.5647039!16s%2Fg%2F1tgyx2j9!19sChIJBwIPOTC_QIYRNBKjmTcC7QM?authuser=0&hl=en&rclk=1,Advanced Roofing Solutions LLC,4.8,Roofing contractor,1919 W Sam Houston Pkwy N #503,·,(832) 430-7374,https://www.advancedroofinghouston.com/,"""They did an amazing job on the new",roof,"and clean up afterwards.""","""They did an amazing job on the new roof and clean up afterwards."""
https://www.google.com/maps/place/TSG+Roofing/data=!4m7!3m6!1s0x4a150aa8bc26e771:0x3d8d100fce7623e9!8m2!3d29.8116506!4d-95.4262351!16s%2Fg%2F11vdm7gxqk!19sChIJcecmvKgKFUoR6SN2zg8QjT0?authuser=0&hl=en&rclk=1,TSG Roofing,4.9,Roofing contractor,1445 N Loop W Suite 230,·,(832) 678-3444,https://tsgroofing.com/houston-tx/,"""My",roof,"turned out beautiful and the clean up was perfect.""","""My roof turned out beautiful and the clean up was perfect."""
https://www.google.com/maps/place/314+Roofing+Solutions/data=!4m7!3m6!1s0x8640d23cbba9e769:0xbaf7aed0a7f091f3!8m2!3d29.9372765!4d-95.5265933!16s%2Fg%2F11bwcd5n9b!19sChIJaeepuzzSQIYR85Hwp9Cu97o?authuser=0&hl=en&rclk=1,314 Roofing Solutions,5,Roofing contractor,·,6824 North Sam Houston Pkwy W,(832) 909-1681,https://314roofing.com/,"""Great prep, removal and cleanup, as well as a gorgeous NEW",ROOF,"!""","""Great prep, removal and cleanup, as well as a gorgeous NEW ROOF !"""
https://www.google.com/maps/place/TrueWorks+Roofing/data=!4m7!3m6!1s0x8640cd2af07a02a5:0x8ac58de2726f4a58!8m2!3d29.7869625!4d-95.4968717!16s%2Fg%2F11jbtzjhn6!19sChIJpQJ68CrNQIYRWEpvcuKNxYo?authuser=0&hl=en&rclk=1,TrueWorks Roofing,5,Roofing contractor,·,8566 Katy Fwy Suite 122,(713) 903-7663,https://www.trueworksroofing.com/,"""... did a very thorough job inspecting, quoting, and replacing the",roof,".""","""... did a very thorough job inspecting, quoting, and replacing the roof ."""
